Experiments,Time,OD,s1,s2,s3,s4,s5
Exp_21,54.0,0.19859573523699864,0.06581858427563321,0.0,0.05189714978548696,0.08088000117587847,0.0
Exp_21,60.0,0.21722542302007142,0.06850069653017654,0.0,0.053550295194618715,0.09517443129527618,0.0
Exp_21,66.0,0.23011356058135135,0.07079326042109516,0.0,0.05303735165978503,0.10628294850047118,0.0
Exp_21,72.0,0.24024342090166467,0.06952325286276839,0.0,0.05136803881589236,0.11935212922300392,0.0
Exp_21,78.0,0.25799487559108164,0.07212754651135228,0.0,0.05215917619227306,0.1337081528874563,0.0
Exp_21,84.0,0.26457368355326205,0.06764616438037539,0.0,0.05109620236202699,0.1458313168108597,0.0
Exp_21,90.0,0.2782090081353018,0.06692125339998757,0.0,0.050737738957838736,0.16055001577747552,0.0
Exp_21,96.0,0.29098745081904764,0.06625716739759221,0.0,0.04889445860206107,0.1758358248193944,0.0
Exp_22,0.0,0.05,0.0125,0.0,0.0125,0.012500000000000002,0.0125
Exp_22,6.0,0.06269094900320688,0.015058749003519651,0.0,0.01596138521502951,0.016966002203410768,0.014704812581246951
Exp_22,12.0,0.07739204174938372,0.02024630663274321,0.0,0.018896562611127685,0.020296899473180804,0.017952273032332013
Exp_22,18.0,0.08925156657463434,0.024152795720395224,0.0,0.022902362909308485,0.02381736359461071,0.01837904435031993
Exp_22,24.0,0.10708542011894367,0.02982188778028869,0.0,0.026802201639863934,0.028239492234505396,0.022221838464285652
Exp_22,30.0,0.1286180423268257,0.03698595887654717,0.0,0.029850658266806995,0.03571162809204824,0.02606979709142329
Exp_22,36.0,0.14991497239904858,0.0430598811907768,0.0,0.03577730079259136,0.03955120648446658,0.03152658393121384
Exp_22,42.0,0.1596151924142675,0.044511394275671745,0.0,0.03641015572652956,0.04525985243835327,0.033433789973712935
Exp_22,48.0,0.1809934884879456,0.047564399306804166,0.0,0.04025312894095575,0.053476059882042806,0.0396999003581429
Exp_22,54.0,0.1951642522633951,0.05429850469278092,0.0,0.04084072155664326,0.05730158434143594,0.04272344167253498
Exp_22,60.0,0.21259420131268833,0.055906660269264885,0.0,0.04275046960029074,0.06487067295355486,0.04906639848957784
Exp_22,66.0,0.22872776588133098,0.055819047319523675,0.0,0.04416092626921276,0.07434805805307168,0.05439973423952287
Exp_22,72.0,0.24380326912948058,0.05761421370122835,0.0,0.04387845042858007,0.08173333765402167,0.060577267345650485
