Well,Experiment,Condition,Treatments,Rep,Time,Inulin,Starch,Pectin,ArGal,Gum,AmAc,pH,BAabs,BPabs,BTabs,BUabs,PCabs,PJabs,ACabs,CGabs,CHabs,FPabs,ERabs,BHabs,RIabs,CSabs,EHabs,OD
82,REU03,34,REU03_34,2,26.37,0.3332142506,0,0,0.3335714988,0.3332142506,1,1,0.032629291266508,0.036010353907108,0.126443595619527,0.1018799718571,0.030633242237721,0.013279836395608,0.021997275011129,0.004440190696691,0.023993324039917,0.00016294277786,0.00016294277786,0.000407356944651,8.14713889302975E-05,0.020082697371272,4.0735694465054E-05,0.415667026321411
83,REU03,35,REU03_35,2,26.37,0,0,1,0,0,0,1,0.003705896981075,0.010685715221506,0.160808646301509,0.005047295274839,0.005456535432258,0.004979088581936,0.004251550524301,0.009617143699355,0.002046200787097,0.000227355643011,0.000181884514409,0.000227355643011,0.000159148950107,0.000750273621935,0,0.208667009155273
84,REU03,36,REU03_36,2,26.37,0,0,1,0,0,1,1,0.004813415694587,0.00925939507661,0.238172217803921,0.006062699157304,0.030166521261496,0.007569188038816,0.002388336031665,0.012750040045967,0.001579976144025,3.67436312563901E-05,0.000183718156282,0.005364570163433,3.67436312563901E-05,0.048060669683359,0,0.367767005245209
85,REU03,37,REU03_37,2,26.37,0.333215463,0.333215463,0.333569074,0,0,1,1,0.027124619814993,0.055725138061095,0.100919541370487,0.043439280850775,0.161670711926712,0.004826586761197,0.024651492714214,0.006541820073028,0.007818272770204,0.000478669761441,0.000159556587147,0.00011966744036,0.000159556587147,0.014200536256084,3.98891467867536E-05,0.450867026130676
86,REU03,38,REU03_38,2,26.37,0,0,0.5,0.5,0,0,1,0.000563160980524,0.004268167431339,0.169689295447315,0.054063454130289,0.015768507454668,0.011174299455657,0.019058553182991,0.013189822964901,0.004742408257043,0.000296400516065,0.000385320670885,0.000118560206426,0.000355680619278,0.000859561496589,0,0.295866995136261
87,REU03,39,REU03_39,2,26.37,0,0.3333959975,0.3333020013,0.3333020013,0,1,1,0.005083610958085,0.04001991605301,0.183388561264533,0.070737905672076,0.056136044409491,0.013033513201048,0.020658929638175,0.008923359660468,0.010545788689644,0.000162242902917,0.000108161935278,0.000270404838196,0.000162242902917,0.033422038001027,0,0.444166987220764
88,REU03,40,REU03_40,2,26.37,0,0,0.3343398343,0.3328300829,0.3328300829,0,0,0.008240538741492,0.004253935854793,0.016344069336835,0.005116084676895,0.001540506228641,0.003969894576193,0.000157058118755,0.001346689826773,0.000584790867705,0.000173766429261,0.000233916347082,0.000160399780856,0.000364241169028,0.000922298739924,6.34915799222675E-05,0.044266997854233
89,REU03,41,REU03_41,2,26.37,0.3299972959,0.335001352,0,0,0.335001352,1,1,0.061447105596879,0.054452828380548,0.077193384146735,0.038486834316043,0.091328415589164,0.003625305991711,0.019298346036684,0.00311263645753,0.009264670867706,0.000219715514649,0.000219715514649,0.000146477009766,0.000109857757324,0.018675818745178,3.66192524415251E-05,0.380766986886978
90,REU03,42,REU03_42,2,26.37,0.5,0.5,0,0,0,1,0,0.003139155114804,0.277536517626566,0.044886984351865,0.027372259085157,0.002405707658074,0.003520547792303,0.000586757965384,0.000557420067115,0.008390638904989,8.80136948077256E-05,0.000146689491346,2.9337898269193E-05,0.000234703186154,0.000410730575769,5.86757965382367E-05,0.370566993038177
91,REU03,43,REU03_43,2,26.37,0.5,0,0,0.5,0,0,1,0.000482805308248,0.045963065345151,0.101517862814149,0.092344561957449,0.041939687776423,0.009945789349896,0.045963065345151,0.00363713332213,0.000740301472646,0.000128748082199,0.000450618287697,0.000160935102749,0.000418431267148,0.000997797637044,0,0.34816700128746
92,REU03,44,REU03_44,2,26.37,0,0,0.5,0,0.5,1,0,0.022319251597968,0.004044912910959,0.079429569602692,0.010521588941005,0.092069922449438,0.003539298797089,0.005032064276133,0.016420420269487,0.006837828968525,0.000168538037957,0.000120384312826,0.000192614900522,7.22305876957056E-05,0.000240768625652,0,0.242767005245209
93,REU03,45,REU03_45,2,26.37,1,0,0,0,0,1,1,0.013258289914052,0.103240782117614,0.033399298635944,0.224738881493922,0.125193032631043,0.004057181613043,0.038036077622279,0.008621510927717,0.022749196901706,0.000579597373292,0.008331712241071,0.002028590806521,0,0.015069531705589,7.24496716612181E-05,0.601766972820282
94,REU03,46,REU03_46,2,26.37,0,1,0,0,0,1,1,0.042608681182992,0.109055192108901,0.046109502555865,0.037357449123683,0.000345475793376,0.002717742907888,0.005297295498426,0.000552761269401,0.001635252088645,6.90951586751431E-05,0.00013819031735,0.000230317195584,0.000391539232492,0.004168741240066,9.21268782335242E-05,0.251967011968613
95,REU03,47,REU03_47,2,26.37,0.3332809229,0.3332809229,0.3334381541,0,0,0,0,0.000781784543758,0.164311566484266,0.002951236652685,0.001993550586582,0.001172676815637,0.001446301405952,9.77230679696638E-05,0.000351803044691,0.001133587588449,7.81784543756959E-05,0.000312713817503,0.000117267681564,3.90892271879358E-05,0.0006449722486,0.000136812295158,0.175666986982346
96,REU03,48,REU03_48,2,26.37,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.060332985016133,0.060502650328327,0.036206577622167,0.030879086819281,0.148185683670107,0.005734687552152,0.025042600079812,0.003393306243877,0.005327490802887,0.000984058810724,0.002680711932663,0.000101799187316,0.000576862061459,0.003562971556071,0,0.38476699499321
